People_num,Meters,Have_gas,Have_induction,Have_vitro,Have_AC,Have_calef,Monthm,Day_of_the_week,Kwh_daily_consumption
1,113,2,0,2,2,0,12,5,14.474268827997786
6,122,0,0,0,0,1,12,0,43.56390901741179
2,73,1,1,1,2,2,5,7,10.466007655190012
4,118,0,1,1,0,2,2,4,20.509738216286216
7,166,1,0,0,2,0,6,0,20.71844632705735
4,88,1,2,0,1,0,4,1,13.551822978752115
1,130,2,0,1,1,2,8,5,30.56090539394486
2,181,2,0,1,1,0,3,1,18.786948382258988
4,110,2,0,2,0,1,11,5,37.19262865840625
6,195,2,0,0,1,2,12,0,26.846122639368705
5,64,2,1,0,2,1,4,0,25.47575907346525
7,162,1,2,0,0,2,6,6,20.637506676725128
3,103,0,1,1,2,1,5,1,18.361232916389554
4,119,1,1,0,2,0,1,0,21.12541534139391
6,65,1,2,1,2,0,9,1,19.835887868793364
4,177,1,2,1,0,2,5,4,18.447870639977936
1,90,2,2,1,0,2,3,1,11.100849296579273
1,161,2,1,2,2,1,9,7,16.138143298376047
2,199,0,2,2,1,1,5,0,19.488211045949942
6,168,2,1,2,0,1,4,6,29.699647312157524
6,190,0,1,2,0,0,9,3,29.15615280880729
7,149,1,2,0,1,2,4,5,22.124302575721938
6,78,2,2,2,1,2,1,4,22.07828552545751
3,132,1,1,1,0,1,2,0,43.62191943268236
6,124,2,1,1,1,0,5,3,24.984845699829744
1,165,1,1,0,1,1,11,3,31.486553475400672
6,57,1,2,1,2,2,3,6,17.506046987364286
2,152,0,0,2,1,2,8,7,32.394226407116385
5,80,0,1,1,2,2,8,0,21.02529103137175
3,52,0,2,2,1,2,6,6,25.20946667801983
6,99,0,2,2,1,0,3,5,23.472850804494843
7,121,0,0,1,1,2,2,2,25.641979100621274
7,108,2,2,2,2,2,1,4,22.33574431083298
6,148,0,2,2,0,2,9,6,24.08800259970317
6,155,0,1,1,2,1,10,5,26.846909897629132
4,149,2,1,0,1,1,3,4,30.182611242092783
5,135,1,0,0,1,2,12,1,14.631270318524706
2,163,2,0,2,1,1,7,3,31.777764323494075
7,102,1,2,2,0,2,3,4,22.240153402787225
3,59,2,2,1,1,2,2,7,16.415907304995198
6,69,2,0,1,2,2,9,6,22.274736115852996
5,85,1,0,0,1,1,6,0,29.462286696639662
2,76,1,2,2,2,1,7,0,8.66884079443358
7,81,0,2,0,2,0,12,6,21.617844979830743
6,146,0,2,1,0,1,11,4,42.14718090159588
6,66,0,2,1,1,1,9,1,35.067018873858615
6,85,1,2,1,2,1,10,5,20.113891890010482
3,86,2,0,1,0,1,6,5,16.744311361590263
2,183,0,2,2,1,2,3,3,17.296102979667637
6,112,0,2,1,0,0,7,0,25.57271043348611
5,63,1,0,0,2,2,7,0,15.287195694180614
7,102,0,2,1,2,2,11,4,26.809047084213642
4,116,0,1,2,1,0,1,2,21.37093389319401
4,200,0,1,0,1,0,9,7,36.95106176607743
1,107,1,1,2,0,0,9,6,8.697806506014675
1,145,2,2,2,1,1,7,3,29.549440418764288
7,182,0,2,2,0,0,6,1,27.34156886324556
3,86,1,2,0,0,1,4,0,19.457593737217252
3,114,1,2,1,0,2,3,6,15.289892507912947
2,127,1,1,0,0,2,2,7,14.146943479139326
5,98,2,1,1,2,2,8,2,21.98850797208398
5,105,0,0,1,2,0,8,1,20.998856724882796
1,101,2,1,2,0,2,7,1,12.768958292345546
4,165,2,0,1,1,2,8,2,40.05826647731126
2,145,0,1,2,0,0,8,0,19.31888447711674
2,198,1,0,0,1,0,12,5,16.5778663014913
4,64,0,1,0,1,0,12,7,16.090447214257377
6,106,0,1,2,1,1,3,6,29.441821535661276
5,93,0,1,1,2,2,9,6,26.45683245112864
3,73,1,2,0,0,1,12,5,35.542701291201304
7,162,2,1,1,2,0,4,0,30.421080042790418
5,160,0,2,2,2,2,7,6,22.426922089192658
3,159,2,2,0,2,1,1,4,44.583215082116624
6,58,2,2,2,2,0,12,0,17.124583244946205
3,185,2,0,2,2,1,6,6,18.818849357096838
5,120,2,1,1,0,0,12,5,24.95687903100625
4,150,0,1,0,2,2,1,0,25.27376131280729
4,112,1,0,0,2,2,7,0,17.09022766842177
4,99,0,2,1,0,0,4,6,19.176784531866975
2,64,2,1,0,0,0,4,3,13.379803458949418
3,107,2,1,0,2,0,5,1,17.426098985902495
4,108,2,1,0,2,2,9,3,21.02773864420722
6,123,1,2,2,0,0,6,1,21.827808296798512
6,146,1,0,0,1,2,8,2,36.81525769617192
3,79,1,2,1,1,0,11,0,10.959505984049272
4,190,1,1,0,1,1,6,6,33.11990321692155
7,95,0,2,0,2,0,8,4,24.5834505783225
4,129,1,0,0,0,0,5,7,14.584128762825042
5,157,2,1,2,1,1,4,3,32.87430225179373
7,105,0,1,0,0,2,1,1,27.454939544753277
5,162,0,2,1,1,2,8,7,39.920932602479894
1,180,1,0,2,1,2,2,5,8.180421184995822
1,92,0,2,1,1,2,6,0,26.967958333345635
1,61,1,0,1,0,2,1,0,7.258328414529517
6,73,1,2,0,1,0,10,3,17.607969913389265
6,173,1,1,1,1,1,7,7,37.79959784525274
1,69,2,0,0,0,0,6,1,10.52392921387213
6,51,1,1,1,2,2,8,2,18.80256545352591
4,114,1,1,2,1,2,7,2,34.01063610859096
5,75,1,1,0,1,0,1,7,19.113378590299007
4,55,1,0,1,2,2,10,0,13.281578437809738
7,158,1,1,0,1,2,6,4,36.77457403588162
2,101,2,1,1,1,2,9,4,25.772427540312
7,118,0,1,2,1,1,7,3,45.82755788874168
1,120,0,0,2,1,1,4,0,18.37300749264692
7,65,0,1,1,0,1,6,5,23.218918347458995
6,139,0,0,1,2,2,10,7,25.90680926091725
4,178,0,0,1,2,1,12,4,48.49596428670474
7,176,2,2,2,1,0,8,4,45.2320242215368
7,192,2,1,2,0,0,10,0,32.521410835066796
1,74,0,2,1,0,0,3,3,12.59735676599275
1,108,0,1,1,2,2,11,0,16.83467962039247
6,132,2,1,1,0,2,1,1,28.01203241776243
1,65,1,2,0,1,1,2,7,31.617156361855155
3,201,1,0,1,2,1,2,6,39.633314950112705
3,65,2,1,0,0,2,2,3,18.26037473754701
3,97,2,1,1,1,2,12,3,18.487525820891772
7,151,2,1,0,1,1,2,5,51.22626298592342
7,174,1,2,1,0,1,11,1,43.94606785894608
2,70,0,1,1,0,0,2,3,15.065463462641867
6,191,2,1,1,2,0,10,1,30.482949412129415
1,93,0,0,2,1,2,7,6,28.42365347121837
2,156,1,0,1,2,1,6,5,13.882421693865252
5,85,1,0,1,2,0,9,2,17.052500258109557
7,179,1,1,1,1,2,9,4,42.44926379898553
7,166,1,2,1,1,0,12,0,24.382519225555026
1,67,1,2,1,2,1,3,6,14.877109450749709
1,149,1,2,0,2,2,10,5,8.354792587700311
5,164,2,1,1,0,0,7,3,24.93709177591165
2,54,1,2,0,0,2,6,2,5.966483719831968
2,52,1,2,1,1,0,2,6,10.926637844765738
3,60,2,1,1,2,2,2,5,17.999798156669183
3,131,2,2,0,0,1,4,3,22.36636980302663
7,107,0,2,0,0,1,8,2,22.971337225979447
6,187,1,1,1,0,2,11,4,27.106833028361127
7,55,2,1,1,1,0,1,1,24.025042141656908
2,82,2,0,1,1,1,10,2,12.07204115273284
5,77,1,0,1,1,0,10,7,15.882453482486994
4,133,0,1,1,1,1,1,7,48.05224428552713
6,84,1,1,1,1,2,9,6,33.08901446544851
4,141,0,0,1,1,1,9,5,35.399755282129476
1,197,0,2,1,0,1,2,7,43.4953383177612
7,158,2,1,1,1,0,4,0,29.214805903694586
4,147,0,2,0,0,0,11,1,19.91607615457701
6,103,1,1,2,1,0,3,0,23.429345004272744
6,196,0,1,1,2,1,6,5,30.682269934088964
3,171,2,2,2,2,0,7,6,18.82493243814904
3,131,0,1,1,1,1,1,0,44.091320132028635
4,111,1,0,0,1,2,1,5,12.895565317649273
2,98,0,1,0,2,0,10,6,13.41270428324041
1,188,0,1,1,0,0,5,6,20.84853959174112
7,74,2,0,2,2,1,12,5,45.684967013411644
3,146,0,2,0,0,2,9,5,15.719533604852575
6,184,0,0,2,0,1,1,5,48.24904633553746
3,185,0,2,2,1,0,3,1,18.731418255406965
1,117,2,1,0,0,2,9,7,14.64957651666636
4,107,1,2,1,0,0,3,4,15.14619779323033
1,163,2,2,2,1,2,2,7,13.844178483381917
1,155,0,1,0,2,1,5,7,17.545888652726948
7,149,2,1,0,2,1,2,2,53.37248090735095
3,109,1,2,0,2,1,4,0,19.69393913640446
4,182,0,1,0,2,1,4,1,30.073751571709927
6,89,2,1,2,1,0,1,4,23.90312336034737
1,177,0,2,0,1,2,2,1,14.954822102837651
6,141,1,0,2,0,0,9,3,17.95719725044632
2,172,0,1,1,1,0,10,4,21.950932806649533
6,60,0,1,1,2,2,9,5,23.118587666729074
4,162,1,1,2,1,2,4,0,19.92188497860868
4,167,1,2,1,2,1,9,5,19.60032512737012
3,151,2,2,1,2,0,1,0,18.784662519497417
3,189,0,1,1,2,1,10,7,23.237970599915
1,180,1,0,0,2,0,8,3,11.921412993928936
1,63,1,2,2,0,0,10,1,6.022838668317087
7,55,1,1,1,2,0,10,3,20.559998826437962
5,150,1,1,0,1,0,9,1,32.785604078726635
3,67,2,0,0,1,1,7,0,27.86867177618777
5,119,1,0,0,0,0,10,2,15.403025067123474
2,56,0,2,0,0,1,7,3,11.889073966117943
6,75,2,1,1,0,0,2,0,22.417459240614832
2,146,1,1,1,2,2,3,7,16.961297105166526
2,163,1,1,2,0,0,8,2,16.03145578493685
6,174,1,0,2,2,2,3,4,20.853720666552338
1,152,1,0,0,2,0,3,1,11.831714505916185
4,167,1,1,1,2,0,1,4,21.091255876533857
4,185,1,0,1,0,2,3,5,20.383998284913694
2,158,2,2,0,1,1,4,5,22.151200189248954
5,124,0,1,1,2,0,11,5,23.30415540083368
1,60,2,2,0,2,2,6,5,9.14015803646142
6,108,0,1,1,2,0,1,0,22.3431127869609
7,53,1,0,1,2,2,5,5,19.054940403082767
6,123,1,0,2,2,2,3,5,19.60977456394463
3,141,0,1,0,2,2,1,7,19.562145210988692
6,108,1,1,1,2,0,9,6,21.2500715921497
1,70,1,2,2,0,0,1,5,8.030489314140809
3,122,1,0,0,2,0,10,5,12.400621959256446
2,173,0,1,2,0,1,4,1,22.664045737436943
2,195,1,2,1,2,0,1,1,16.982607909412007
2,185,0,2,0,0,0,11,2,14.686559264244849
6,50,1,2,0,2,2,3,0,16.80922975356422
4,163,0,0,1,2,1,5,2,23.68503121444646
3,152,0,0,1,1,0,12,2,19.93080073584913
4,111,2,0,2,1,0,4,3,16.967246108688137
2,131,1,1,2,0,0,7,5,17.269558186961326
2,136,2,2,0,2,0,10,7,15.560607461563404
4,113,0,2,1,1,0,6,1,33.27749934165455
2,138,1,0,2,1,0,10,2,11.149970465348813
5,166,0,0,1,2,0,6,0,24.957379641244792
5,57,2,2,2,1,0,2,5,17.858328066983034
1,63,2,0,1,2,1,2,1,38.250257982525056
5,163,2,2,2,1,0,1,3,21.927385677776495
2,190,2,1,0,1,2,6,5,31.881156322665525
7,82,1,1,0,2,1,11,3,40.95979374808757
1,138,2,2,1,1,1,3,7,18.443830814447054
6,167,2,2,0,2,1,9,0,20.86333952073285
2,166,2,2,0,2,1,11,3,33.639019274972334
5,131,1,1,1,0,1,1,6,46.35964750331281
5,149,0,0,2,2,2,7,6,22.01193675602095
4,128,1,0,0,2,0,12,2,10.894421407938813
5,94,0,2,0,2,2,9,6,18.833009234011197
1,148,2,2,1,2,1,3,2,25.394230008653935
2,69,0,0,0,0,1,8,7,12.824199688804445
7,58,0,0,1,1,1,3,1,32.79288402962617
7,147,2,0,1,0,2,3,6,28.505189178338
4,197,1,1,2,0,2,3,3,22.166534155074423
5,67,2,0,1,0,2,6,7,17.764179892515685
6,58,2,0,1,1,2,7,2,36.669669700701334
1,81,0,1,1,1,1,7,2,29.377429203394872
6,92,0,2,1,1,1,9,5,35.80297958300474
2,65,0,1,2,1,0,11,6,14.174237575470427
6,145,0,2,1,2,0,3,5,25.53790832171471
1,195,1,1,2,1,2,2,1,15.42897670147867
2,73,2,2,1,1,0,3,5,16.22218846963613
7,67,2,0,0,1,0,12,4,16.34730008578644
3,161,0,0,2,2,2,12,0,17.77398548460832
3,73,2,0,2,0,2,7,5,13.323558929251417
6,105,1,0,0,0,0,2,7,19.51447777685731
5,132,0,2,0,0,2,6,7,19.564501938850693
3,51,1,2,1,1,0,4,0,13.060929185061909
3,197,0,0,0,0,2,9,6,17.76528784498772
1,119,1,0,1,0,1,4,7,16.96384097064098
6,76,0,2,0,0,1,11,7,38.59412374560308
1,69,1,2,1,1,2,1,3,9.77750834870637
3,95,0,1,0,2,1,9,1,18.801532173552637
4,61,1,2,2,0,1,7,2,11.686365820749074
2,182,1,1,0,0,1,2,6,37.56580864781033
1,50,2,2,2,2,0,8,2,6.360490136169252
1,148,0,2,2,1,2,11,6,12.835481712732568
2,160,1,0,1,0,1,11,1,31.184619058212547
6,195,1,0,1,1,2,1,6,25.935748083660215
6,179,2,0,1,1,0,12,5,27.59259524371626
1,105,2,2,1,1,1,1,2,38.57781428374459
3,197,0,1,1,1,0,12,0,24.48899825171841
2,155,1,1,0,0,0,9,5,17.60735432900943
7,169,2,0,2,1,1,6,5,40.18984393488084
7,114,0,2,1,0,2,7,2,24.08353106301379
1,133,1,1,0,2,1,7,6,13.505056888344912
5,171,0,1,2,2,2,9,3,27.856783831154125
6,178,2,1,1,2,2,2,6,28.29772476397527
6,147,2,0,2,2,0,12,6,24.461557481519744
6,115,1,1,1,2,0,6,3,23.894091493898248
2,143,2,0,2,2,2,3,0,16.174720122188255
6,139,2,1,0,1,1,4,2,33.0458311038781
6,126,0,0,2,0,1,12,6,46.12924840631957
2,64,2,1,0,1,2,1,3,12.146508430664886
6,95,2,0,0,1,2,3,4,17.948483504902676
7,153,1,1,2,2,2,9,1,26.668447381883308
6,118,1,0,2,0,2,1,5,19.130726986142967
7,90,2,0,1,2,0,10,2,25.847918911739036
1,122,2,2,1,0,1,4,2,19.516582445066028
3,73,0,0,2,0,1,2,5,37.591548186771426
2,168,1,0,1,2,1,11,2,32.209481078340986
5,50,2,2,2,2,2,4,0,18.779040056585572
7,78,0,0,1,0,1,2,3,47.281967747296875
5,187,2,1,0,1,2,10,5,24.28402847549163
1,130,2,1,1,1,1,5,6,15.8399524611026
2,197,0,0,0,2,1,12,2,40.05451332515043
6,128,0,2,2,0,1,3,4,29.69047098305747
2,108,0,2,1,1,1,8,5,34.578340039694275
3,186,2,0,0,0,1,3,2,23.416321632828918
6,176,2,1,2,1,0,2,0,28.88539257641193
1,123,2,2,2,2,2,3,3,11.231811188907246
5,128,1,2,0,1,1,2,1,41.27372969941839
1,190,2,2,2,0,0,11,2,12.62254205051895
2,131,0,0,2,1,0,1,2,17.013499817684313
5,179,0,2,0,1,2,7,2,37.16329389920557
4,60,1,2,1,2,0,10,3,14.281548718643261
6,181,1,2,0,0,0,8,7,22.51169576625953
4,132,2,1,2,0,0,8,4,26.009048668699712
7,115,1,1,2,1,2,10,7,22.322802261241847
5,117,1,0,2,1,1,1,6,42.906265933918014
3,102,0,1,2,1,2,3,5,19.439244665191108
6,130,0,0,0,0,1,7,5,22.744362623542457
6,192,2,2,1,1,2,3,2,30.9587647941866
7,187,1,1,0,1,1,10,1,27.661308297675276
7,163,1,2,0,2,0,1,6,22.707847825131903
3,117,0,2,2,0,1,3,4,20.12555223296986
5,194,2,0,0,2,0,5,1,22.310920110323757
2,147,1,0,2,2,0,6,7,15.728340766027777
2,136,2,0,2,0,2,8,7,14.35296817419542
7,160,1,2,0,1,2,3,0,20.001882614175393
6,71,2,1,2,2,0,7,0,24.873627428029412
2,69,1,1,0,2,1,10,3,13.391108873691248
5,101,0,0,1,0,2,6,2,20.33101752592924
5,174,2,1,0,0,1,6,3,23.68247916228883
3,173,1,1,0,1,2,6,6,31.10428569647127
5,181,2,1,2,1,1,5,4,27.088618428664113
5,56,1,0,0,2,1,2,1,37.49380398958387
4,65,1,2,0,1,2,9,7,24.74941304868777
4,161,2,1,2,2,0,10,3,19.958626150223324
4,142,2,2,0,2,2,5,3,20.603587841470127
7,186,2,1,2,1,1,11,4,50.94130776801487
7,116,0,2,0,1,0,6,2,35.66419547562115
2,73,2,0,2,0,0,8,3,9.850905895506777
5,131,0,2,1,1,2,12,5,22.074653651287193
1,145,0,1,1,2,0,4,5,17.102155696313762
3,179,0,2,0,1,0,3,5,20.06819543117154
2,58,0,1,2,2,1,6,7,14.169602159050442
3,55,2,0,0,0,1,4,5,23.06475739415354
2,170,0,0,1,2,0,5,0,18.159894255859783
5,51,2,0,2,2,2,8,6,14.974260365711782
6,182,0,2,0,2,1,1,7,50.37349829812712
3,185,1,0,1,2,1,9,3,19.68190038485681
6,71,0,1,2,1,1,11,2,39.354600202906056
3,54,0,1,1,1,1,11,1,33.3763600051127
7,103,2,1,1,1,2,11,7,25.142415319074455
5,67,2,1,0,2,0,3,3,22.638233709556005
3,116,1,0,2,1,1,11,3,31.03611344055059
6,156,2,2,1,1,2,6,2,36.50820621045284
6,103,2,0,2,1,2,6,3,32.52618596386625
1,139,0,0,1,2,0,12,3,14.697629700682121
6,140,1,2,0,1,0,11,2,18.864876120280044
1,119,1,1,1,0,0,2,0,13.469433857046221
4,187,2,2,1,1,0,7,2,38.27939828528121
4,189,0,1,2,0,2,12,6,25.096677553140104
4,57,1,0,2,0,0,5,0,12.042350903517654
4,117,0,1,0,1,1,4,7,26.83531169474307
4,154,1,0,2,0,0,8,6,15.721417898131916
1,127,1,2,1,0,2,4,1,13.049201719828657
4,67,1,1,1,0,1,3,1,21.08475974134678
7,193,1,2,2,0,1,10,7,26.986257290664668
4,115,0,1,0,2,2,9,6,20.73142644657121
5,81,2,2,0,0,0,4,1,18.66708920629228
7,117,0,2,0,1,2,3,4,20.71920158896576
4,91,0,0,1,0,2,11,5,18.12499828440452
6,78,0,2,2,2,1,9,7,20.460720346928422
6,173,0,1,0,0,2,7,6,26.899709746372423
7,57,2,1,2,1,0,6,7,35.84615394722164
5,132,1,2,0,1,0,1,4,17.69124209952258
7,83,1,0,0,1,1,4,4,22.58198440717677
1,135,0,0,2,0,1,7,3,11.499139290866324
4,146,1,1,2,2,1,3,1,24.54876489989654
1,61,0,2,2,1,1,3,3,17.699600122516923
3,151,0,1,0,2,0,8,4,21.60263615627017
1,60,2,1,2,1,1,1,3,38.00123772156615
3,73,2,2,0,2,2,6,1,14.050437226101739
3,191,2,0,1,1,0,10,5,22.50414000847824
1,54,1,1,1,0,0,10,7,10.753841733579764
4,132,0,2,0,2,0,2,1,18.56796101234823
7,73,0,2,0,1,2,5,7,20.735535840000956
3,113,1,0,2,2,0,8,3,11.41273030559266
2,99,2,0,1,1,2,8,7,33.393516757156966
5,158,2,1,2,2,2,1,3,28.91970566257077
6,181,1,2,1,2,2,4,3,25.848994782314605
1,179,2,1,2,0,2,7,1,17.167365931137024
1,70,2,2,0,1,0,6,7,24.93741913150694
2,111,1,0,1,1,2,6,4,26.890092678117647
2,182,1,2,1,1,2,2,2,17.300040531413302
5,89,1,1,0,2,0,3,5,20.728410060294788
5,64,0,0,1,1,1,4,1,25.900283630732773
6,110,0,2,2,0,0,5,6,21.79079186119713
6,189,0,2,2,0,1,3,0,31.700158773072353
3,61,1,1,2,1,0,3,0,13.97074772905768
7,58,0,0,1,0,0,7,6,22.603276902155834
2,188,1,1,1,0,0,2,6,16.94927634235166
3,169,1,0,2,0,2,10,3,13.914834319696187
7,116,1,0,1,0,1,1,7,49.06714574479596
2,154,1,1,2,0,0,4,4,17.150675057685728
7,192,2,0,0,1,2,8,6,45.87539671073179
6,53,1,0,0,2,2,1,2,16.793315239921466
7,117,1,0,2,1,1,5,7,20.96417341529288
7,157,2,0,1,2,1,3,5,37.5590881037799
5,151,2,2,0,1,1,9,3,31.578057162473545
6,133,1,2,1,1,0,12,2,24.645555088211673
1,182,2,1,1,2,2,10,2,18.08873211217651
5,51,2,0,0,1,1,2,2,43.0028680895634
4,176,2,1,1,1,0,7,2,39.20048299777707
3,108,2,1,1,1,0,2,4,19.064615433814076
2,198,0,1,2,0,1,8,4,20.949362057910502
5,173,2,2,1,1,1,11,6,42.93009966263589
4,52,1,0,0,1,1,6,4,22.520342846028704
1,128,0,2,1,2,0,10,2,14.98323390550645
4,80,2,0,2,1,1,2,5,40.406101498649946
1,160,2,0,2,0,0,10,0,9.834549739704315
2,90,2,0,0,2,1,5,5,13.847117271890902
5,158,0,0,1,1,0,2,0,24.67537239814245
4,104,0,1,1,2,1,2,6,45.92295122886416
4,79,1,0,0,2,0,9,2,14.447402205737328
3,188,0,2,2,0,0,1,7,17.647604079876885
4,145,2,1,2,0,0,4,7,22.271323042084465
3,104,2,1,0,2,1,9,0,19.624414188761836
1,154,0,2,2,2,0,1,5,14.380726518226307
4,189,1,1,1,1,0,9,0,33.768228273931946
6,128,1,1,0,2,2,3,4,22.36601099620697
5,141,2,0,1,2,2,5,5,22.38442185190827
4,96,1,0,2,2,0,5,6,15.358837642890261
5,67,0,2,1,1,0,4,5,19.141873681057074
2,51,2,0,1,1,1,4,5,17.855995381582222
1,80,1,2,2,1,2,6,7,22.20069654480475
4,139,1,2,0,2,1,3,0,22.767319040379476
2,108,2,2,0,2,2,6,3,11.381903479845128
5,186,1,2,0,1,0,1,5,19.591973441229825
3,168,1,2,2,2,2,3,4,15.672582469738545
3,117,2,2,2,0,0,6,2,15.48151648925759
4,176,2,2,1,2,1,5,1,22.88453181360719
6,84,2,2,2,0,0,3,7,20.867336461299605
4,164,0,1,0,0,0,4,0,24.330540103438494
5,67,1,0,0,0,2,9,5,12.343168312099058
2,75,1,2,0,2,0,4,5,7.5005655322966724
4,114,0,1,0,1,2,11,6,20.825935629562615
2,66,2,2,0,1,1,4,2,17.849487360709297
5,150,1,1,2,1,2,8,4,35.89677316053705
1,58,1,0,0,2,1,12,6,28.907022071226105
7,147,1,2,1,1,0,11,7,27.08046184281122
3,93,2,1,1,1,0,11,1,17.8530256280239
3,177,2,2,1,1,0,12,4,22.705534420601893
2,162,1,2,2,0,2,1,5,14.255038090614807
1,184,2,1,0,2,2,3,6,21.92430382860393
6,176,1,1,1,0,0,1,7,27.47544400200588
1,83,1,1,0,1,1,4,4,16.788014510529813
6,53,1,0,0,0,1,2,6,40.809727711889565
3,122,2,0,2,1,0,5,0,14.978632859991095
5,104,2,1,1,1,2,5,6,21.661370295324463
5,121,1,1,1,2,2,5,0,20.084534393669752
7,200,0,0,2,2,2,2,5,27.098260024658277
5,60,1,2,0,2,2,12,1,14.147029964366958
5,98,2,0,2,2,1,4,6,25.19612247179753
2,101,0,2,1,1,1,12,4,37.20929562968501
4,130,1,1,2,2,1,8,0,16.852202070310753
4,60,1,1,2,1,0,5,4,14.380218320269645
5,137,1,0,2,0,2,12,0,19.552069237836655
2,145,1,1,2,1,2,5,7,15.492373641899102
4,113,1,1,2,0,2,11,4,19.115594866512925
5,133,1,1,2,2,0,10,4,20.043963571799015
1,157,0,1,0,2,1,4,2,23.298013886091432
3,112,1,1,1,1,1,3,1,21.89002869407263
5,176,0,1,1,1,1,9,6,40.44549273068714
2,174,0,1,1,0,2,8,6,21.958014273487084
7,109,0,2,0,1,1,7,0,38.60988480911301
3,177,0,2,2,2,0,7,7,20.56926156362895
3,148,1,2,2,0,1,6,3,13.836466033715332
4,101,0,2,1,1,0,8,7,33.16410198475728
5,158,1,0,1,0,1,4,6,27.287040705962692
5,175,1,2,1,0,0,2,3,24.039845456383436
6,115,2,1,1,0,2,2,5,23.546262936063666
6,147,2,1,2,2,2,5,4,27.350009121340577
3,85,2,2,0,2,2,7,0,13.265953887978654
4,106,2,1,2,0,1,5,1,22.15113117836277
4,134,0,1,2,1,1,4,0,28.418125028700683
4,70,2,0,0,0,1,2,4,38.739262779240086
7,66,1,2,2,2,1,2,7,41.241624328761965
1,126,2,1,2,2,2,10,5,16.30480894358948
6,50,1,0,0,1,0,2,0,16.272580228749586
7,143,2,0,1,0,0,5,3,25.798125789498958
3,85,2,1,1,0,0,6,6,17.798962917997386
3,95,0,1,2,2,2,8,0,17.738070925355398
2,68,2,1,0,1,0,5,6,18.586837386074198
5,86,0,1,0,1,2,4,1,21.526872884749043
6,150,1,2,1,2,1,3,2,30.407961795859148
4,170,1,1,1,0,1,12,6,43.53805435001351
2,148,1,2,2,1,1,11,0,29.28337254107396
1,120,0,0,0,0,0,11,6,12.855712482246076
2,96,0,2,0,2,0,11,6,11.354819110026996
4,58,1,0,1,2,1,10,4,12.0255132338651
7,110,0,2,1,1,0,6,6,34.994451797384414
3,85,1,0,1,1,0,1,0,14.483517156884794
7,104,0,2,0,0,1,6,6,21.87843260002149
7,90,1,1,1,2,1,8,6,23.48342007425178
1,154,1,1,2,2,2,6,2,11.562403434349346
3,78,1,0,0,0,0,1,7,11.331489604095612
3,102,1,1,0,1,0,1,7,16.89278249560091
4,146,0,2,1,0,0,9,6,23.644214296386384
2,107,1,1,2,1,1,7,3,30.284273014735252
7,186,0,1,1,1,0,3,5,30.061738154992877
5,153,0,2,2,2,2,1,1,22.53943981325341
6,90,1,0,0,0,1,5,1,15.130611392958766
1,80,1,2,2,0,1,3,3,11.05626695877434
7,93,1,0,0,1,2,3,4,20.927748664910535
3,124,0,0,1,1,2,10,6,18.337722447507787
7,150,2,1,0,2,0,8,0,29.257510674414846
4,77,2,1,0,2,2,7,3,20.633723948567543
4,74,2,0,0,0,1,11,3,33.46317816101391
7,51,1,1,2,0,0,10,3,21.621728809986518
2,92,0,2,1,2,1,10,5,15.93438335290041
7,123,1,1,1,2,2,1,6,23.94893789226605
5,149,0,0,0,1,2,7,7,40.037545479784434
2,115,1,1,2,1,2,11,1,13.577084650370306
3,116,0,2,1,2,2,1,6,15.738570728136464
6,84,1,1,0,1,2,1,5,20.313884628872454
1,86,2,1,0,2,2,6,2,14.538865900113652
7,167,1,0,0,2,1,3,3,30.987020460217206
4,63,0,2,0,0,1,1,1,39.51892188524143
3,83,1,0,2,0,0,9,2,13.164041620797581
2,167,0,1,1,2,0,4,7,17.205776065571303
2,176,2,1,2,0,0,11,7,18.725356775092457
5,172,1,2,0,0,1,10,6,18.932502749121983
7,132,2,1,2,0,1,11,7,44.86588208319984
4,159,0,2,2,1,2,5,1,19.87968729317548
1,134,1,0,0,1,2,7,6,27.79932021234843
6,59,2,0,0,0,1,4,2,28.70646466114383
5,102,2,0,1,1,0,1,2,20.886289465214475
7,89,2,2,2,1,2,9,0,34.1900277842138
5,147,1,1,1,0,1,10,2,22.170517818713105
6,195,1,1,2,1,0,8,6,47.00554044751747
5,159,1,1,1,0,2,4,5,23.282243758346326
3,190,1,0,2,0,1,3,2,21.311401083381657
3,132,0,1,2,2,1,8,5,22.15673535924609
5,183,0,1,1,0,1,2,3,49.58994076538598
4,161,0,2,1,2,2,10,0,20.007504101624804
1,70,1,2,0,2,2,9,3,4.955667117632526
5,160,2,0,1,2,1,3,7,30.460430724919068
3,117,1,1,0,0,1,8,3,17.741188332048882
2,198,1,0,1,2,2,4,7,18.59976719196107
7,150,2,2,2,2,0,1,7,24.31343049924105
6,148,2,2,0,0,1,11,2,40.842305623862394
4,167,0,0,0,0,2,11,4,18.04290559877682
1,95,2,2,2,2,0,5,6,11.91923435357948
1,182,2,1,2,1,2,5,5,16.199439816128027
5,183,0,0,1,2,2,12,7,27.66448112555451
4,51,1,2,2,0,0,5,7,13.378241853725493
4,83,1,0,2,2,1,12,4,38.542335078228156
7,113,1,2,1,0,2,11,5,22.876286068759683
6,88,0,1,1,1,1,5,7,23.41875475055363
5,180,1,0,0,0,0,1,2,21.416663255886107
5,142,0,1,0,2,1,7,1,25.4577427909027
6,185,2,2,0,0,2,12,1,25.199377272475004
4,94,2,0,2,1,0,3,1,17.030337873637446
